total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy
300,0.9833,0.0167,1.04,502.92,529.84,0.9398,0.58,9,2463.762044906616,0.051806,0.174,pass,pass,pass
